ticker,volume,time,buy\short_price,min_price,min_price_time,max_price,max_price_time,RPS_(30%)_SL_1%,RPS_(30%)_SL_2%,RPS_(30%)_SL_3%,RPS_(30%)_SL_4%,RPS_(30%)_SL_5%,max_loss_%,RPB_(30%)_SL_1%,RPB_(30%)_SL_2%,RPB_(30%)_SL_3%,RPB_(30%)_SL_4%,RPB_(30%)_SL_5%,max_proffit_%
MAVIAUSDT,5.98,2026-01-21 06:49:16,0.05671,0.05671,,0.05671,,,,,,,,,,,,,
AVAAIUSDT,11.89,2026-01-21 06:49:17,0.0109,0.0109,,0.0109,,,,,,,,,,,,,
B3USDT,5.82,2026-01-21 06:54:16,0.000881,0.000881,,0.000881,,,,,,,,,,,,,
AERGOUSDT,9.4,2026-01-21 06:56:15,0.06707,0.06707,,0.06707,,,,,,,,,,,,,
RIFUSDT,10.53,2026-01-21 07:06:15,0.03631,0.03631,,0.03631,,,,,,,,,,,,,
SWARMSUSDT,5.55,2026-01-21 07:24:15,0.01253,0.01253,,0.01253,,,,,,,,,,,,,
FHEUSDT,10.87,2026-01-21 07:35:15,0.26163,0.26163,,0.26163,,,,,,,,,,,,,
ASRUSDT,20.22,2026-01-21 07:43:15,1.735,1.735,,1.735,,,,,,,,,,,,,
BTRUSDT,5.16,2026-01-21 07:45:14,0.08169,0.08169,,0.08169,,,,,,,,,,,,,
EVAAUSDT,5.34,2026-01-21 08:46:15,0.8816,0.8816,,0.8816,,,,,,,,,,,,,
MASKUSDT,13.15,2026-01-21 10:06:16,0.6272,0.6272,,0.6272,,,,,,,,,,,,,
VANRYUSDT,5.61,2026-01-21 10:17:16,0.009681,0.009681,,0.009681,,,,,,,,,,,,,
UBUSDT,5.58,2026-01-21 11:08:15,0.03691,0.03691,,0.03691,,,,,,,,,,,,,
SYNUSDT,7.16,2026-01-21 11:22:16,0.05653,0.05653,,0.05653,,,,,,,,,,,,,
CYBERUSDT,7.36,2026-01-21 11:31:15,0.7192,0.7192,,0.7192,,,,,,,,,,,,,
CTSIUSDT,9.01,2026-01-21 12:13:15,0.0344,0.0344,,0.0344,,,,,,,,,,,,,
INJUSDT,6.45,2026-01-21 12:25:15,4.678,4.678,,4.678,,,,,,,,,,,,,
HOTUSDT,5.05,2026-01-21 12:30:16,0.000484,0.000484,,0.000484,,,,,,,,,,,,,
NTRNUSDT,12.47,2026-01-21 12:33:15,0.02438,0.02438,,0.02438,,,,,,,,,,,,,
DRIFTUSDT,5.44,2026-01-21 13:13:15,0.1569,0.1569,,0.1569,,,,,,,,,,,,,
HEIUSDT,5.01,2026-01-21 13:14:15,0.1501,0.1501,,0.1501,,,,,,,,,,,,,
ZKCUSDT,5.02,2026-01-21 13:16:15,0.102,0.102,,0.102,,,,,,,,,,,,,
MANTAUSDT,5.51,2026-01-21 14:09:17,0.0891,0.0891,,0.0891,,,,,,,,,,,,,
BARDUSDT,6.79,2026-01-21 14:11:15,0.8731,0.8731,,0.8731,,,,,,,,,,,,,
MYXUSDT,5.55,2026-01-21 14:32:18,6.03,6.03,,6.03,,,,,,,,,,,,,
RAREUSDT,5.32,2026-01-21 14:49:29,0.02627,0.02627,,0.02627,,,,,,,,,,,,,
REZUSDT,9.69,2026-01-21 14:49:30,0.004673,0.004673,,0.004673,,,,,,,,,,,,,
XVSUSDT,76.86,2026-01-21 15:01:17,5.551,5.551,,5.551,,,,,,,,,,,,,
SUNUSDT,7.73,2026-01-21 15:02:20,0.020627,0.020627,,0.020627,,,,,,,,,,,,,
BDXNUSDT,8.53,2026-01-21 15:12:16,0.01675,0.01675,,0.01675,,,,,,,,,,,,,
HIPPOUSDT,15.28,2026-01-21 15:40:15,0.001055,0.001055,,0.001055,,,,,,,,,,,,,
MOODENGUSDT,5.24,2026-01-21 16:13:15,0.06886,0.06886,,0.06886,,,,,,,,,,,,,
STBLUSDT,16.41,2026-01-21 16:13:16,0.04546,0.04546,,0.04546,,,,,,,,,,,,,
MOVEUSDT,5.8,2026-01-21 16:14:17,0.03436,0.03436,,0.03436,,,,,,,,,,,,,
PENGUUSDT,5.21,2026-01-21 16:17:16,0.010037,0.010037,,0.010037,,,,,,,,,,,,,
PENDLEUSDT,5.78,2026-01-21 16:20:16,2.0525,2.0525,,2.0525,,,,,,,,,,,,,
NEIROUSDT,5.37,2026-01-21 16:20:17,0.0001221,0.0001221,,0.0001221,,,,,,,,,,,,,
AIXBTUSDT,7.44,2026-01-21 16:23:16,0.03009,0.03009,,0.03009,,,,,,,,,,,,,
TONUSDT,5.98,2026-01-21 16:23:17,1.5602,1.5602,,1.5602,,,,,,,,,,,,,
SYRUPUSDT,9.72,2026-01-21 16:27:16,0.33765,0.33765,,0.33765,,,,,,,,,,,,,
EIGENUSDT,6.13,2026-01-21 16:31:16,0.3421,0.3421,,0.3421,,,,,,,,,,,,,
BROCCOLI714USDT,6.64,2026-01-21 16:52:17,0.02019,0.02019,,0.02019,,,,,,,,,,,,,
USUALUSDT,6.53,2026-01-21 16:56:15,0.02891,0.02891,,0.02891,,,,,,,,,,,,,
RENDERUSDT,5.33,2026-01-21 16:57:15,2.05,2.05,,2.05,,,,,,,,,,,,,
NFPUSDT,13.81,2026-01-21 17:00:16,0.02516,0.02516,,0.02516,,,,,,,,,,,,,
DEXEUSDT,13.01,2026-01-21 17:01:16,3.061,3.061,,3.061,,,,,,,,,,,,,
ALLUSDT,5.01,2026-01-21 17:02:16,0.6209,0.6209,,0.6209,,,,,,,,,,,,,
METUSDT,5.65,2026-01-21 17:06:16,0.2795,0.2795,,0.2795,,,,,,,,,,,,,
JELLYJELLYUSDT,5.08,2026-01-21 17:06:17,0.0634,0.0634,,0.0634,,,,,,,,,,,,,
PIPPINUSDT,5.21,2026-01-21 17:14:16,0.38393,0.38393,,0.38393,,,,,,,,,,,,,
JUPUSDT,5.28,2026-01-21 17:18:17,0.2004,0.2004,,0.2004,,,,,,,,,,,,,
PIEVERSEUSDT,7.53,2026-01-21 17:23:16,0.5504,0.5504,,0.5504,,,,,,,,,,,,,
SYSUSDT,6.03,2026-01-21 17:37:16,0.02009,0.02009,,0.02009,,,,,,,,,,,,,
USELESSUSDT,7.64,2026-01-21 17:44:15,0.0738,0.0738,,0.0738,,,,,,,,,,,,,
ALGOUSDT,5.0,2026-01-21 17:45:16,0.1209,0.1209,,0.1209,,,,,,,,,,,,,
JSTUSDT,9.31,2026-01-21 17:52:17,0.04507,0.04507,,0.04507,,,,,,,,,,,,,
IOTXUSDT,6.3,2026-01-21 18:06:16,0.00782,0.00782,,0.00782,,,,,,,,,,,,,
ATAUSDT,7.5,2026-01-21 18:26:15,0.0179,0.0179,,0.0179,,,,,,,,,,,,,
